"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UZL4326I","journalArticle","2018","Tsay, Jun-Chieh J.; Wu, Benjamin G.; Badri, Michelle H.; Clemente, Jose C.; Shen, Nan; Meyn, Peter; Li, Yonghua; Yie, Ting-An; Lhakhang, Tenzin; Olsen, Evan; Murthy, Vivek; Michaud, Gaetane; Sulaiman, Imran; Tsirigos, Aristotelis; Heguy, Adriana; Pass, Harvey; Weiden, Michael D.; Rom, William N.; Sterman, Daniel H.; Bonneau, Richard; Blaser, Martin J.; Segal, Leopoldo N.","Airway Microbiota Is Associated with Upregulation of the PI3K Pathway in Lung Cancer","American Journal of Respiratory and Critical Care Medicine","","1073-449X, 1535-4970","10.1164/rccm.201710-2118OC","https://www.atsjournals.org/doi/10.1164/rccm.201710-2118OC","","2018-11","2019-10-29 14:35:56","2019-10-29 14:35:56","2019-10-29 14:35:56","1188-1198","","9","198","","Am J Respir Crit Care Med","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FSZVXZL","journalArticle","2017","Koh, Hyunwook; Blaser, Martin J.; Li, Huilin","A powerful microbiome-based association test and a microbial taxa discovery framework for comprehensive association mapping","Microbiome","","2049-2618","10.1186/s40168-017-0262-x","http://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0262-x","","2017-12","2019-10-29 14:35:58","2019-10-30 12:05:09","2019-10-29 14:35:58","45","","1","5","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: Kohpowerfulmicrobiomebasedassociation2017, Kohpowerfulmicrobiomebasedassociation2017d","","/home/eror/Zotero/storage/VTNM2NSM/Koh et al_2017_A powerful microbiome-based association test and a microbial taxa discovery.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNKPVPJF","journalArticle","2014","Berry, David; Widder, Stefanie","Deciphering microbial interactions and detecting keystone species with co-occurrence networks","Frontiers in Microbiology","","1664-302X","10.3389/fmicb.2014.00219","http://journal.frontiersin.org/article/10.3389/fmicb.2014.00219/abstract","","2014-05-20","2019-10-29 14:36:02","2019-10-29 14:36:02","2019-10-29 14:36:02","","","","5","","Front. Microbiol.","","","","","","","","","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/V6KWQAX2/Berry_Widder_2014_Deciphering microbial interactions and detecting keystone species with.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99D27VBG","journalArticle","2014","McMurdie, Paul J.; Holmes, Susan","Waste Not, Want Not: Why Rarefying Microbiome Data Is Inadmissible","PLoS Computational Biology","","1553-7358","10.1371/journal.pcbi.1003531","https://dx.plos.org/10.1371/journal.pcbi.1003531","","2014-04-03","2019-10-29 14:36:07","2019-10-29 14:36:07","2019-10-29 14:36:07","e1003531","","4","10","","PLoS Comput Biol","Waste Not, Want Not","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/Q59S8QV5/McMurdie_Holmes_2014_Waste Not, Want Not.pdf","","","","McHardy, Alice Carolyn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCPUH9D3","journalArticle","2016","Mitchell, Alex; Bucchini, Francois; Cochrane, Guy; Denise, Hubert; Hoopen, Petra ten; Fraser, Matthew; Pesseat, Sebastien; Potter, Simon; Scheremetjew, Maxim; Sterk, Peter; Finn, Robert D.","EBI metagenomics in 2016 - an expanding and evolving resource for the analysis and archiving of metagenomic data","Nucleic Acids Research","","0305-1048, 1362-4962","10.1093/nar/gkv1195","https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1195","","2016-01-04","2019-10-29 14:36:12","2019-10-29 14:36:12","2019-10-29 14:36:12","D595-D603","","D1","44","","Nucleic Acids Res","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/KLLT9V74/Mitchell et al_2016_EBI metagenomics in 2016 - an expanding and evolving resource for the analysis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3RSAYFZ","journalArticle","2014","Wood, Derrick E; Salzberg, Steven L","Kraken: ultrafast metagenomic sequence classification using exact alignments","Genome Biology","","1465-6906","10.1186/gb-2014-15-3-r46","http://genomebiology.biomedcentral.com/articles/10.1186/gb-2014-15-3-r46","","2014","2019-10-29 14:36:25","2019-10-29 14:36:25","2019-10-29 14:36:25","R46","","3","15","","Genome Biol","Kraken","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/W4MBXULZ/Wood_Salzberg_2014_Kraken.pdf","","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZBNT5HG4","journalArticle","2013","Matsen IV, Frederick A.; Evans, Steven N.","Edge Principal Components and Squash Clustering: Using the Special Structure of Phylogenetic Placement Data for Sample Comparison","PLoS ONE","","1932-6203","10.1371/journal.pone.0056859","https://dx.plos.org/10.1371/journal.pone.0056859","","2013-03-11","2019-10-29 14:36:28","2019-10-29 14:36:28","2019-10-29 14:36:28","e56859","","3","8","","PLoS ONE","Edge Principal Components and Squash Clustering","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/FHJVRCNV/Matsen IV_Evans_2013_Edge Principal Components and Squash Clustering.pdf","","ML","","Moustafa, Ahmed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYHIKQ6N","journalArticle","2018","Lassalle, Florent; Spagnoletti, Matteo; Fumagalli, Matteo; Shaw, Liam; Dyble, Mark; Walker, Catherine; Thomas, Mark G.; Bamberg Migliano, Andrea; Balloux, Francois","Oral microbiomes from hunter-gatherers and traditional farmers reveal shifts in commensal balance and pathogen load linked to diet","Molecular Ecology","","09621083","10.1111/mec.14435","http://doi.wiley.com/10.1111/mec.14435","","2018-01","2019-10-29 14:36:32","2019-10-29 14:36:32","2019-10-29 14:36:32","182-195","","1","27","","Mol Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/R5RPCVCS/Lassalle et al_2018_Oral microbiomes from hunter-gatherers and traditional farmers reveal shifts in.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NWALYCU","journalArticle","2017","Weiss, Sophie; Xu, Zhenjiang Zech; Peddada, Shyamal; Amir, Amnon; Bittinger, Kyle; Gonzalez, Antonio; Lozupone, Catherine; Zaneveld, Jesse R.; Vázquez-Baeza, Yoshiki; Birmingham, Amanda; Hyde, Embriette R.; Knight, Rob","Normalization and microbial differential abundance strategies depend upon data characteristics","Microbiome","","2049-2618","10.1186/s40168-017-0237-y","http://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0237-y","","2017-12","2019-10-29 14:36:40","2019-10-29 14:36:40","2019-10-29 14:36:40","27","","1","5","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/9BL6IFJK/Weiss et al_2017_Normalization and microbial differential abundance strategies depend upon data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KT4B99N5","journalArticle","2018","Koh, Hyunwook","An adaptive microbiome α-diversity-based association analysis method","Scientific Reports","","2045-2322","10.1038/s41598-018-36355-7","http://www.nature.com/articles/s41598-018-36355-7","","2018-12","2019-10-29 14:36:44","2019-10-29 14:36:44","2019-10-29 14:36:44","18026","","1","8","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/PHP7WWXL/Koh_2018_An adaptive microbiome α-diversity-based association analysis method.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GZB6YNTV","journalArticle","2013","Aronesty, Erik","Comparison of Sequencing Utility Programs","The Open Bioinformatics Journal","","1875-0362","10.2174/1875036201307010001","https://openbioinformaticsjournal.com/VOLUME/7/PAGE/1/","High throughput sequencing (HTS) has resulted in extreme growth rates of sequencing data. At our lab, we generate terabytes of data every day. It is usually seen as required for data output to be “cleaned” and processed in various ways prior to use for common tasks such as variant calling, expression quantification and assembly.                            Two common tasks associated with HTS are               adapter trimming               and               paired-end joining               . I have developed two tools at Expression Analysis, Inc. to address these common tasks. The names of these programs are               fastq-mcf               and               fastq-join               . I compared the performance of these tools to similar open-source utilities, both in terms of resource efficiency, and effectiveness.","2013-01-31","2019-10-29 14:36:47","2019-10-29 14:36:47","2019-10-29 14:36:47","1-8","","1","7","","TOBIOIJ","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/8D5ZGKI6/Aronesty_2013_Comparison of Sequencing Utility Programs.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILZ4SJPG","journalArticle","2014","Fadrosh, Douglas W; Ma, Bing; Gajer, Pawel; Sengamalay, Naomi; Ott, Sandra; Brotman, Rebecca M; Ravel, Jacques","An improved dual-indexing approach for multiplexed 16S rRNA gene sequencing on the Illumina MiSeq platform","Microbiome","","2049-2618","10.1186/2049-2618-2-6","http://www.microbiomejournal.com/content/2/1/6","","2014","2019-10-29 14:36:49","2019-10-29 14:36:49","2019-10-29 14:36:49","6","","1","2","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/SBL54U7A/Fadrosh et al_2014_An improved dual-indexing approach for multiplexed 16S rRNA gene sequencing on.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9K3W6L83","journalArticle","2016","D’Amore, Rosalinda; Ijaz, Umer Zeeshan; Schirmer, Melanie; Kenny, John G.; Gregory, Richard; Darby, Alistair C.; Shakya, Migun; Podar, Mircea; Quince, Christopher; Hall, Neil","A comprehensive benchmarking study of protocols and sequencing platforms for 16S rRNA community profiling","BMC Genomics","","1471-2164","10.1186/s12864-015-2194-9","http://www.biomedcentral.com/1471-2164/17/55","","2016-12","2019-10-29 14:36:52","2019-10-29 14:36:52","2019-10-29 14:36:52","55","","1","17","","BMC Genomics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/RZVU8E73/D’Amore et al_2016_A comprehensive benchmarking study of protocols and sequencing platforms for.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2IIQXQQW","journalArticle","2017","de Muinck, Eric J.; Trosvik, Pål; Gilfillan, Gregor D.; Hov, Johannes R.; Sundaram, Arvind Y. M.","A novel ultra high-throughput 16S rRNA gene amplicon sequencing library preparation method for the Illumina HiSeq platform","Microbiome","","2049-2618","10.1186/s40168-017-0279-1","http://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-017-0279-1","","2017-12","2019-10-29 14:36:55","2019-10-29 14:36:55","2019-10-29 14:36:55","68","","1","5","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/Y6DJ6YX9/de Muinck et al_2017_A novel ultra high-throughput 16S rRNA gene amplicon sequencing library.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIBLH3P2","journalArticle","2018","Guo, Bin; Wu, Baolin","Reader reaction on the fast small-sample kernel independence test for microbiome community-level association analysis: On KRV","Biometrics","","0006341X","10.1111/biom.12823","http://doi.wiley.com/10.1111/biom.12823","","2018-09","2019-10-29 14:36:59","2019-10-29 14:36:59","2019-10-29 14:36:59","1120-1124","","3","74","","Biom","Reader reaction on the fast small-sample kernel independence test for microbiome community-level association analysis","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/SJ3362J2/Guo_Wu_2018_Reader reaction on the fast small-sample kernel independence test for.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VYN3CLT","journalArticle","2019","Wu, Benjamin G.; Sulaiman, Imran; Wang, Jing; Shen, Nan; Clemente, Jose C.; Li, Yonghua; Laumbach, Robert J.; Lu, Shou-En; Udasin, Iris; Le-Hoang, Oanh; Perez, Alan; Alimokhtari, Shahnaz; Black, Kathleen; Plietz, Michael; Twumasi, Akosua; Sanders, Haley; Malecha, Patrick; Kapoor, Bianca; Scaglione, Benjamin D.; Wang, Anbang; Blazoski, Cameron; Weiden, Michael D.; Rapoport, David M.; Harrison, Denise; Chitkara, Nishay; Vicente, Eugenio; Marin, José M.; Sunderram, Jag; Ayappa, Indu; Segal, Leopoldo N.","Severe Obstructive Sleep Apnea Is Associated with Alterations in the Nasal Microbiome and an Increase in Inflammation","American Journal of Respiratory and Critical Care Medicine","","1073-449X, 1535-4970","10.1164/rccm.201801-0119OC","https://www.atsjournals.org/doi/10.1164/rccm.201801-0119OC","","2019-01","2019-10-29 14:37:15","2019-10-29 14:37:15","2019-10-29 14:37:15","99-109","","1","199","","Am J Respir Crit Care Med","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5W6D7NK","journalArticle","2016","Loftus, Patricia A.; Wise, Sarah K.","Epidemiology of asthma:","Current Opinion in Otolaryngology & Head and Neck Surgery","","1068-9508","10.1097/MOO.0000000000000262","http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00020840-201606000-00014","","2016-06","2019-10-29 14:37:17","2019-10-29 14:37:17","2019-10-29 14:37:17","245-249","","3","24","","Current Opinion in Otolaryngology & Head and Neck Surgery","Epidemiology of asthma","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
